"conference","year","ordinal","location","submissions","accepted","acceptance_rate"
"EuroVis","2013","15th","Leipzig, Germany","177","49","27.7"
"EuroVis","2012","14th","Vienna, Austria","202","52","25.7"
"EuroVis","2011","13th","Bergen, Norway","194","54","27.8"
"EuroVis","2010","12th","Bordeaux, France","164","48","29.3"
"EuroVis","2009","11th","Berlin, Germany","143","41","28.7"
"EuroVis","2008","10th","Eindhoven, The Netherlands","143","45","31.5"
"EuroVis","2007","9th","Norrkoping, Sweden","93","35","37.6"
"EuroVis","2006","8th","Lisbon, Portugal","98","43","43.9"
"EuroVis","2005","7th","Leeds, UK","102","36","35.3"
"EuroVis","2004","6th","Konstanz, Germany","82","39","47.6"
"SIGSPATIAL","2025","33rd","Minneapolis, USA","199","50","25.1"
"SIGSPATIAL","2024","32nd","Atlanta, USA","122","37","30.3"
"SIGSPATIAL","2023","31st","Hamburg, Germany","189","38","20.1"
"SIGSPATIAL","2022","30th","Seattle, USA","160","38","23.8"
"SIGSPATIAL","2021","29th","Online, Online","152","34","22.4"
"SIGSPATIAL","2020","28th","Online, Online","149","33","22.1"
"SIGSPATIAL","2019","27th","Chicago, USA","161","34","21.1"
"SIGSPATIAL","2018","26th","Seattle, USA","150","30","20"
"SIGSPATIAL","2017","25th","Redondo Beach, California, USA","193","39","20.2"
"SIGSPATIAL","2016","24th","San Francisco, California, USA","216","40","18.5"
"SIGSPATIAL","2015","23rd","Seattle, USA","212","38","17.9"
"SIGSPATIAL","2014","22nd","Dallas, USA","184","39","21.2"
"SIGSPATIAL","2013","21st","Orlando, USA","202","39","19.3"
"SIGSPATIAL","2012","20th","Redondo Beach, California, USA","206","35","17"
"SIGSPATIAL","2011","19th","Chicago, USA","160","35","21.9"
"SIGSPATIAL","2010","18th","San Jose, California, USA","172","36","20.9"
"SIGSPATIAL","2009","17th","Seattle, USA","185","38","20.5"
"SIGSPATIAL","2008","16th","Irvine, California, USA","193","38","19.7"
"SIGSPATIAL","2007","15th","Seattle, USA","129","37","28.7"
"SIGSPATIAL","2006","14th","Arlington, USA","99","31","31.3"
"SIGSPATIAL","2005","13th","Bremen, Germany","85","31","36.5"
"SIGSPATIAL","2004","12th","Washington DC, USA","90","30","33.3"
"SIGSPATIAL","2003","11th","New Orleans, USA","82","22","26.8"
"SIGSPATIAL","2002","10th","McLean, USA","81","28","34.6"
"SIGSPATIAL","2001","9th","Atlanta, USA","93","29","31.2"
"SIGSPATIAL","1998","6th","Washington DC, USA","53","25","47.2"
"ISMB","2025","33rd","Liverpool, UK","371","67","18.1"
"ISMB","2024","32nd","Montreal, Canada","318","58","18.2"
"ISMB","2023","31st","Lyon, France","336","60","17.9"
"ISMB","2022","30th","Madison, USA","243","48","19.8"
"ISMB","2021","29th","Online, Online","289","55","19"
"ISMB","2020","28th","Online, Online","329","65","19.8"
"ISMB","2019","27th","Basel, Switzerland","363","69","19"
"ISMB","2018","26th","Chicago, USA","324","65","20.1"
"ISMB","2017","25th","Prague, Czech Republic","279","45","16.1"
"ISMB","2016","24th","Orlando, USA","188","42","22.3"
"ISMB","2015","23rd","Dublin, Ireland","241","42","17.4"
"ISMB","2014","22nd","Boston, USA","171","37","21.6"
"ISMB","2013","21st","Berlin, Germany","233","40","17.2"
"ISMB","2012","20th","Long Beach, California, USA","268","35","13.1"
"ISMB","2011","19th","Vienna, Austria","258","48","18.6"
"ISMB","2010","18th","Boston, USA","235","48","20.4"
"ISMB","2009","17th","Stockholm, Sweden","242","46","19"
"ISMB","2008","16th","Toronto, Canada","287","48","16.7"
"ISMB","2007","15th","Vienna, Austria","417","66","15.8"
"ISMB","2006","14th","Fortaleza, Brazil","404","67","16.6"
"ISMB","2005","13th","Detroit, USA","428","56","13.1"
"ISMB","2004","12th","Glasgow, Scotland, UK","492","67","13.6"
"ISMB","2003","11th","Brisbane, Australia","341","48","14.1"
"ISMB","2002","10th","Edmonton, Canada","207","42","20.3"
"ISMB","2001","9th","Copenhagen, Denmark","180","38","21.1"
"ISMB","2000","8th","La Jolla, California, USA","141","41","29.1"
"ISMB","1999","7th","Heidelberg, Germany","91","34","37.4"
"ISMB","1998","6th","Montreal, Canada","92","25","27.2"
"ISMB","1997","5th","Halkidiki, Greece","85","32","37.6"
"ISMB","1996","4th","St. Louis, USA","65","27","41.5"
"ISMB","1995","3rd","Cambridge, UK","88","48","54.5"
"ISMB","1994","2nd","Palo Alto, California, USA","86","47","54.7"
"ISMB","1993","1st","Bethesda, USA","69","52","75.4"
"RECOMB","2025","29th","Seoul, Korea","339","55","16.2"
"RECOMB","2024","28th","Cambridge (MA), USA","352","57","16.2"
"RECOMB","2023","27th","Istanbul, Turkey","188","44","23.4"
"RECOMB","2022","26th","San Diego, California, USA","188","40","21.3"
"RECOMB","2021","25th","Online, Online","195","40","20.5"
"RECOMB","2020","24th","Online, Online","206","37","18"
"RECOMB","2019","23rd","Washington DC, USA","175","37","21.1"
"RECOMB","2018","22nd","Paris, France","193","38","19.7"
"RECOMB","2017","21st","Hong Kong, China","184","38","20.7"
"RECOMB","2016","20th","Santa Monica, California, USA","172","35","20.3"
"RECOMB","2015","19th","Warsaw, Poland","170","36","21.2"
"RECOMB","2014","18th","Pittsburgh, USA","154","35","22.7"
"RECOMB","2013","17th","Beijing, China","167","32","19.2"
"RECOMB","2012","16th","Barcelona, Spain","200","31","15.5"
"RECOMB","2011","15th","Vancouver, Canada","153","43","28.1"
"RECOMB","2010","14th","Lisbon, Portugal","176","36","20.5"
"RECOMB","2009","13th","Tucson, USA","166","37","22.3"
"RECOMB","2008","12th","Singapore, Singapore","193","34","17.6"
"RECOMB","2007","11th","Oakland, California, USA","169","37","21.9"
"RECOMB","2006","10th","Venice, Italy","212","40","18.9"
"RECOMB","2005","9th","Cambridge (MA), USA","217","39","18"
"RECOMB","2004","8th","San Diego, California, USA","215","38","17.7"
"RECOMB","2003","7th","Berlin, Germany","175","35","20"
"RECOMB","2002","6th","Washington DC, USA","118","35","29.7"
"RECOMB","2001","5th","Montreal, Canada","128","35","27.3"
"RECOMB","1997","1st","Santa Fe, USA","117","43","36.8"
